frame,x,y,width,height,tracking
1142,799,502,72,60,success
1143,800,501,72,60,success
1144,800,500,72,60,success
1145,800,499,73,61,success
1146,800,499,73,61,success
1147,799,500,75,62,success
1148,798,500,76,63,success
1149,797,499,76,63,success
1150,797,499,76,63,success
1151,798,500,76,63,success
1152,798,500,78,65,success
1153,798,500,78,65,success
1154,799,499,78,65,success
1155,799,499,79,66,success
1156,803,499,78,65,success
1157,802,497,79,66,success
1158,804,496,81,67,success
1159,806,495,81,67,success
1160,805,495,82,69,success
1161,807,496,82,69,success
1162,806,494,84,70,success
1163,808,496,84,70,success
1164,808,496,84,70,success
1165,808,495,86,71,success
1166,811,496,84,70,success
1167,810,495,86,71,success
1168,813,495,86,71,success
1169,813,495,86,71,success
1170,813,495,87,73,success
1171,817,495,87,73,success
1172,818,495,87,73,success
1173,821,494,89,74,success
1174,822,495,87,73,success
1175,823,495,87,73,success
1176,824,496,87,73,success
1177,824,497,87,73,success
1178,823,497,87,73,success
1179,824,499,86,71,success
1180,825,499,87,73,success
1181,825,499,87,73,success
1182,825,499,87,73,success
1183,826,499,87,73,success
1184,829,499,87,73,success
1185,830,499,87,73,success
1186,833,498,87,73,success
1187,833,498,87,73,success
1188,836,497,87,73,success
1189,837,498,86,71,success
1190,837,497,89,74,success
1191,837,496,89,74,success
1192,838,496,87,73,success
1193,838,497,87,73,success
1194,838,497,87,73,success
1195,838,496,87,73,success
1196,839,497,86,71,success
1197,840,496,87,73,success
1198,840,496,87,73,success
1199,841,495,87,73,success
1200,842,496,86,71,success
1201,844,494,87,73,success
1202,845,494,86,71,success
1203,846,494,86,71,success
1204,846,495,87,73,success
1205,847,495,86,71,success
1206,846,497,86,71,success
1207,846,499,84,70,success
1208,843,500,87,73,success
1209,843,501,86,71,success
1210,842,503,86,71,success
1211,841,505,87,73,success
1212,842,505,86,71,success
1213,842,507,87,73,success
1214,843,506,87,73,success
1215,844,507,86,71,success
1216,848,504,87,73,success
1217,849,504,87,73,success
1218,852,499,89,74,success
1219,852,499,89,74,success
1220,854,498,89,74,success
1221,857,497,89,74,success
1222,857,496,89,74,success
1223,860,496,89,74,success
1224,861,496,87,73,success
1225,861,495,89,74,success
1226,864,495,89,74,success
1227,865,495,89,74,success
1228,868,495,89,74,success
1229,869,494,91,76,success
1230,870,494,91,76,success
1231,873,493,93,77,success
1232,874,494,93,77,success
1233,879,493,93,77,success
1234,881,493,93,77,success
1235,884,493,93,77,success
1236,887,492,95,79,success
1237,888,491,95,79,success
1238,893,491,95,79,success
1239,894,491,95,79,success
1240,897,490,97,80,success
1241,903,491,97,80,success
1242,904,489,102,85,success
1243,910,489,100,84,success
1244,914,489,100,84,success
1245,916,489,100,84,success
1246,922,489,100,84,success
1247,926,489,100,84,success
1248,933,488,100,84,success
1249,938,488,100,84,success
1250,942,488,100,84,success
1251,947,488,100,84,success
1252,952,489,100,84,success
1253,957,490,100,84,success
1254,958,491,98,82,success
1255,964,492,95,79,success
1256,971,493,95,79,success
1257,977,494,93,77,success
1258,983,493,95,79,success
1259,988,493,95,79,success
1260,992,492,97,80,success
1261,1000,492,97,80,success
1262,1005,491,98,82,success
1263,1013,492,95,79,success
1264,1017,490,98,82,success
1265,1020,490,97,80,success
1266,1028,491,95,79,success
1267,1035,491,95,79,success
1268,1044,490,93,77,success
1269,1047,488,97,80,success
1270,1046,488,98,82,success
1271,1055,486,97,80,success
1272,1057,486,97,80,success
1273,1060,481,102,85,success
1274,1064,482,98,82,success
1275,1062,479,104,87,success
1276,1067,476,107,89,success
1277,1066,475,111,92,success
1278,1070,475,111,92,success
1279,1072,475,107,89,success
1280,1076,478,100,84,success
1281,1076,476,102,85,success
1282,1074,473,107,89,success
1283,1077,474,104,87,success
1284,1075,470,109,91,success
1285,1077,471,107,89,success
1286,1078,470,107,89,success
1287,1078,469,107,89,success
1288,1078,468,109,91,success
1289,1079,468,109,91,success
1290,1080,468,111,92,success
1291,1081,469,109,91,success
1292,1082,470,107,89,success
1293,1081,470,107,89,success
1294,1083,471,104,87,success
1295,1082,471,104,87,success
1296,1082,471,104,87,success
1297,1081,471,104,87,success
1298,1079,471,104,87,success
1299,1080,471,102,85,success
1300,1079,471,104,87,success
1301,1078,470,104,87,success
1302,1077,470,102,85,success
1303,1078,470,104,87,success
1304,1076,470,104,87,success
1305,1076,470,104,87,success
1306,1077,471,104,87,success
1307,1077,472,102,85,success
1308,1079,473,102,85,success
1309,1080,475,100,84,success
1310,1081,476,100,84,success
1311,1078,476,102,85,success
1312,1079,478,98,82,success
1313,1076,477,100,84,success
1314,1077,477,100,84,success
1315,1076,477,100,84,success
1316,1072,476,102,85,success
1317,1071,475,100,84,success
1318,1070,474,100,84,success
1319,1069,475,98,82,success
1320,1069,474,98,82,success
1321,1069,474,98,82,success
1322,1069,475,97,80,success
1323,1069,475,98,82,success
1324,1068,475,98,82,success
1325,1068,477,97,80,success
1326,1068,478,98,82,success
1327,1068,478,98,82,success
1328,1068,480,97,80,success
1329,1068,480,98,82,success
1330,1069,481,97,80,success
1331,1071,483,97,80,success
1332,1070,483,97,80,success
1333,1069,484,97,80,success
1334,1070,485,97,80,success
1335,1069,484,98,82,success
1336,1070,485,97,80,success
1337,1069,484,98,82,success
1338,1070,484,97,80,success
1339,1071,484,97,80,success
1340,1072,484,97,80,success
1341,1073,484,97,80,success
1342,1073,482,98,82,success
1343,1075,480,98,82,success
1344,1077,481,97,80,success
1345,1078,481,97,80,success
1346,1081,480,98,82,success
1347,1083,480,97,80,success
1348,1084,479,98,82,success
1349,1085,477,98,82,success
1350,1086,477,98,82,success
1351,1087,474,100,84,success
1352,1089,475,98,82,success
1353,1091,473,102,85,success
1354,1094,471,102,85,success
1355,1095,472,100,84,success
1356,1099,471,102,85,success
1357,1101,470,102,85,success
1358,1105,470,102,85,success
1359,1107,471,100,84,success
1360,1108,470,104,87,success
1361,1113,470,102,85,success
1362,1115,471,102,85,success
1363,1122,474,100,84,success
1364,1124,474,102,85,success
1365,1126,474,102,85,success
1366,1131,475,102,85,success
1367,1132,475,104,87,success
1368,1139,476,104,87,success
1369,1140,476,104,87,success
1370,1141,477,104,87,success
1371,1147,477,104,87,success
1372,1149,478,104,87,success
1373,1152,478,107,89,success
1374,1154,478,107,89,success
1375,1155,477,111,92,success
1376,1159,476,113,94,success
1377,1158,475,118,98,success
1378,1161,475,118,98,success
1379,1162,475,120,100,success
1380,1164,475,120,100,success
1381,1165,474,122,102,success
1382,1168,475,122,102,success
1383,1169,473,127,106,success
1384,1169,472,130,108,success
1385,1171,473,130,108,success
1386,1171,471,135,113,success
1387,1173,471,135,113,success
1388,1177,472,132,110,success
1389,1177,472,135,113,success
1390,1179,472,135,113,success
1391,1181,474,135,113,success
1392,1182,475,135,113,success
1393,1185,475,138,115,success
1394,1185,474,141,117,success
1395,1188,476,138,115,success
1396,1192,478,138,115,success
1397,1195,478,138,115,success
1398,1197,478,141,117,success
1399,1198,478,143,120,success
1400,1201,479,143,120,success
1401,1205,481,143,120,success
1402,1207,480,146,122,success
1403,1209,481,146,122,success
1404,1212,482,146,122,success
1405,1213,482,146,122,success
1406,1216,482,146,122,success
1407,1221,483,143,120,success
1408,1223,483,143,120,success
1409,1224,483,143,120,success
1410,1226,483,143,120,success
1411,1228,485,141,117,success
1412,1229,485,141,117,success
1413,1231,485,141,117,success
1414,1231,484,143,120,success
1415,1235,485,141,117,success
1416,1232,484,146,122,success
1417,1236,484,146,122,success
1418,1233,483,149,124,success
1419,1233,482,152,127,success
1420,1233,482,152,127,success
1421,1233,482,152,127,success
1422,1232,481,155,129,success
1423,1230,480,158,132,success
1424,1230,480,158,132,success
1425,1227,479,161,135,success
1426,1224,478,165,137,success
1427,1223,478,165,137,success
1428,1220,478,168,140,success
1429,1216,475,175,146,success
1430,1216,476,175,146,success
1431,1207,474,182,152,success
1432,1205,475,182,152,success
1433,1200,474,186,155,success
1434,1198,474,186,155,success
1435,1193,473,189,158,success
1436,1187,475,189,158,success
1437,1183,474,193,161,success
1438,1177,473,197,164,success
1439,1172,473,197,164,success
1440,1168,472,201,167,success
1441,1162,474,197,164,success
1442,1155,474,201,167,success
1443,1148,475,201,167,success
1444,1145,475,201,167,success
1445,1140,476,201,167,success
1446,1127,475,205,171,success
1447,1127,476,205,171,success
1448,1112,474,209,174,success
1449,1104,474,213,178,success
1450,1098,474,213,178,success
1451,1090,474,209,174,success
1452,1084,474,209,174,success
1453,1073,475,205,171,success
1454,1063,475,205,171,success
1455,1060,475,205,171,success
1456,1048,474,205,171,success
1457,1044,474,205,171,success
1458,1036,476,201,167,success
1459,1035,476,201,167,success
1460,1029,477,197,164,success
1461,1029,479,193,161,success
1462,1026,481,186,155,success
1463,1026,482,186,155,success
1464,1025,482,186,155,success
1465,1025,482,186,155,success
1466,1025,482,186,155,success
1467,1025,482,186,155,success
1468,1027,483,182,152,success
1469,1027,483,182,152,success
1470,1028,483,182,152,success
1471,1030,483,182,152,success
1472,1033,484,178,149,success
1473,1032,482,182,152,success
1474,1036,484,175,146,success
1475,1037,485,171,143,success
1476,1039,484,171,143,success
1477,1038,483,175,146,success
1478,1040,481,178,149,success
1479,1040,479,186,155,success
1480,1043,478,186,155,success
1481,1045,478,186,155,success
1482,1048,478,186,155,success
1483,1051,477,186,155,success
1484,1053,478,186,155,success
1485,1054,478,186,155,success
1486,1058,478,186,155,success
1487,1059,477,186,155,success
1488,1061,478,186,155,success
1489,1062,478,186,155,success
1490,1066,480,182,152,success
1491,1066,479,186,155,success
1492,1068,479,186,155,success
1493,1071,478,186,155,success
1494,1072,478,186,155,success
1495,1073,478,186,155,success
1496,1077,479,186,155,success
1497,1080,480,186,155,success
1498,1084,482,186,155,success
1499,1085,482,186,155,success
1500,1087,483,186,155,success
1501,1091,485,186,155,success
1502,1093,485,186,155,success
1503,1096,486,186,155,success
1504,1098,486,186,155,success
1505,1099,485,186,155,success
1506,1100,483,189,158,success
1507,1100,481,193,161,success
1508,1108,482,189,158,success
1509,1108,482,189,158,success
1510,1110,483,189,158,success
1511,1113,485,186,155,success
1512,1111,484,189,158,success
1513,1116,486,186,155,success
1514,1117,487,186,155,success
1515,1116,487,186,155,success
1516,1117,489,182,152,success
1517,1115,489,182,152,success
1518,1113,488,182,152,success
1519,1113,490,178,149,success
1520,1111,488,182,152,success
1521,1111,488,182,152,success
1522,1113,489,178,149,success
1523,1116,491,175,146,success
1524,1116,492,175,146,success
1525,1115,491,178,149,success
1526,1115,492,178,149,success
1527,1115,493,178,149,success
1528,1112,491,182,152,success
1529,1113,490,182,152,success
1530,1112,490,182,152,success
1531,1110,488,186,155,success
1532,1110,487,186,155,success
1533,1107,484,189,158,success
1534,1105,483,193,161,success
1535,1104,482,193,161,success
1536,1100,480,197,164,success
1537,1099,480,197,164,success
1538,1097,479,197,164,success
1539,1095,479,197,164,success
1540,1094,479,197,164,success
1541,1092,479,193,161,success
1542,1091,478,193,161,success
1543,1089,478,193,161,success
1544,1088,477,193,161,success
1545,1086,477,193,161,success
1546,1085,475,193,161,success
1547,1083,475,193,161,success
1548,1084,476,189,158,success
1549,1083,476,189,158,success
1550,1082,476,189,158,success
1551,1084,476,186,155,success
1552,1083,475,186,155,success
1553,1080,473,186,155,success
1554,1083,474,182,152,success
1555,1083,473,182,152,success
1556,1083,472,178,149,success
1557,1083,471,182,152,success
1558,1084,469,178,149,success
1559,1082,469,182,152,success
1560,1081,468,182,152,success
1561,1082,467,182,152,success
1562,1083,467,178,149,success
1563,1081,466,182,152,success
1564,1083,467,178,149,success
1565,1081,466,182,152,success
1566,1084,468,178,149,success
1567,1081,467,182,152,success
1568,1081,468,182,152,success
1569,1082,468,182,152,success
1570,1082,469,182,152,success
1571,1083,470,182,152,success
1572,1083,470,182,152,success
1573,1083,470,182,152,success
1574,1085,470,182,152,success
1575,1085,469,182,152,success
1576,1084,466,186,155,success
1577,1083,465,186,155,success
1578,1081,463,189,158,success
1579,1084,465,186,155,success
1580,1082,465,186,155,success
1581,1081,465,186,155,success
1582,1081,466,186,155,success
1583,1082,467,182,152,success
1584,1080,466,186,155,success
1585,1082,466,182,152,success
1586,1082,466,178,149,success
1587,1080,465,182,152,success
1588,1078,464,182,152,success
1589,1079,464,178,149,success
1590,1078,464,178,149,success
1591,1075,464,178,149,success
1592,1074,465,175,146,success
1593,1071,464,178,149,success
1594,1069,465,178,149,success
1595,1067,464,178,149,success
1596,1065,465,178,149,success
1597,1063,466,178,149,success
1598,1062,466,178,149,success
1599,1060,466,178,149,success
1600,1058,467,178,149,success
1601,1055,468,178,149,success
1602,1051,468,182,152,success
1603,1048,467,182,152,success
1604,1049,469,178,149,success
1605,1046,468,182,152,success
1606,1043,469,182,152,success
1607,1042,469,182,152,success
1608,1040,470,182,152,success
1609,1038,471,182,152,success
1610,1036,471,182,152,success
1611,1032,470,186,155,success
1612,1029,469,189,158,success
1613,1026,469,193,161,success
1614,1025,469,193,161,success
1615,1022,469,193,161,success
1616,1018,469,197,164,success
1617,1018,469,197,164,success
1618,1016,469,197,164,success
1619,1011,469,201,167,success
1620,1010,469,201,167,success
1621,1008,469,201,167,success
1622,1006,470,201,167,success
1623,1004,470,201,167,success
1624,1003,469,201,167,success
1625,999,468,205,171,success
1626,999,469,201,167,success
1627,996,468,205,171,success
1628,994,467,205,171,success
1629,992,467,205,171,success
1630,992,467,205,171,success
1631,991,468,201,167,success
1632,988,467,205,171,success
1633,985,466,205,171,success
1634,984,466,205,171,success
1635,983,466,205,171,success
1636,983,467,201,167,success
1637,980,466,205,171,success
1638,982,468,197,164,success
1639,978,466,201,167,success
1640,977,466,201,167,success
1641,973,464,205,171,success
1642,973,465,201,167,success
1643,972,466,197,164,success
1644,969,463,201,167,success
1645,969,465,197,164,success
1646,964,464,201,167,success
1647,964,465,197,164,success
1648,960,466,197,164,success
1649,957,466,197,164,success
1650,957,468,193,161,success
1651,953,469,193,161,success
1652,952,470,193,161,success
1653,948,471,189,158,success
1654,947,472,189,158,success
1655,944,472,189,158,success
1656,942,474,186,155,success
1657,939,474,186,155,success
1658,937,475,182,152,success
1659,932,474,186,155,success
1660,932,475,182,152,success
1661,929,476,178,149,success
1662,926,475,182,152,success
1663,923,476,178,149,success
1664,920,475,182,152,success
1665,919,474,182,152,success
1666,917,475,178,149,success
1667,914,475,182,152,success
1668,912,476,178,149,success
1669,911,476,178,149,success
1670,907,474,182,152,success
1671,906,474,182,152,success
1672,904,473,182,152,success
1673,903,472,182,152,success
1674,902,472,182,152,success
1675,902,472,182,152,success
1676,901,472,178,149,success
1677,897,473,178,149,success
1678,895,473,178,149,success
1679,894,474,175,146,success
1680,892,475,175,146,success
1681,890,477,171,143,success
1682,888,477,171,143,success
1683,888,479,165,137,success
1684,882,478,168,140,success
1685,882,478,168,140,success
1686,877,477,168,140,success
1687,877,478,165,137,success
1688,870,476,168,140,success
1689,870,475,168,140,success
1690,863,473,171,143,success
1691,861,471,171,143,success
1692,857,469,171,143,success
1693,854,467,171,143,success
1694,849,466,171,143,success
1695,848,464,171,143,success
1696,840,461,171,143,success
1697,838,460,171,143,success
1698,830,456,171,143,success
1699,827,454,171,143,success
1700,825,454,171,143,success
1701,816,450,175,146,success
1702,814,448,178,149,success
1703,811,446,178,149,success
1704,805,444,178,149,success
1705,803,444,178,149,success
1706,799,444,175,146,success
1707,795,443,175,146,success
1708,791,443,175,146,success
1709,785,442,175,146,success
1710,787,445,168,140,success
1711,778,447,165,137,success
1712,777,448,161,135,success
1713,769,450,161,135,success
1714,769,451,158,132,success
1715,765,452,158,132,success
1716,757,456,155,129,success
1717,754,456,158,132,success
1718,747,458,158,132,success
1719,745,459,158,132,success
1720,741,463,155,129,success
1721,734,466,155,129,success
1722,731,465,158,132,success
1723,727,469,155,129,success
1724,720,469,158,132,success
1725,721,471,155,129,success
1726,714,472,155,129,success
1727,711,473,155,129,success
1728,705,472,158,132,success
1729,705,473,155,129,success
1730,699,471,161,135,success
1731,696,470,161,135,success
1732,693,469,165,137,success
1733,688,467,168,140,success
1734,686,465,171,143,success
1735,684,464,175,146,success
1736,681,461,178,149,success
1737,680,460,178,149,success
1738,678,458,182,152,success
1739,677,456,182,152,success
1740,676,456,182,152,success
1741,677,454,182,152,success
1742,674,452,186,155,success
1743,674,450,186,155,success
1744,673,450,186,155,success
1745,673,449,186,155,success
1746,672,449,186,155,success
1747,671,449,186,155,success
1748,669,449,186,155,success
1749,667,450,186,155,success
1750,668,452,182,152,success
1751,669,454,178,149,success
1752,669,455,178,149,success
1753,670,458,175,146,success
1754,668,458,178,149,success
1755,668,459,178,149,success
1756,669,460,178,149,success
1757,669,461,178,149,success
1758,672,463,175,146,success
1759,671,463,178,149,success
1760,672,463,178,149,success
1761,674,465,178,149,success
1762,675,465,178,149,success
1763,677,466,178,149,success
1764,677,467,178,149,success
1765,679,468,178,149,success
1766,683,470,175,146,success
1767,684,471,175,146,success
1768,683,470,178,149,success
1769,685,471,178,149,success
1770,686,471,178,149,success
1771,689,472,178,149,success
1772,692,474,175,146,success
1773,693,474,175,146,success
1774,698,476,171,143,success
1775,698,476,171,143,success
1776,701,477,171,143,success
1777,700,475,175,146,success
1778,706,475,175,146,success
1779,706,475,175,146,success
1780,709,477,171,143,success
1781,710,478,171,143,success
1782,713,479,168,140,success
1783,716,479,168,140,success
1784,721,480,165,137,success
1785,721,480,165,137,success
1786,728,479,165,137,success
1787,729,478,165,137,success
1788,736,477,165,137,success
1789,734,477,165,137,success
1790,743,477,161,135,success
1791,747,477,161,135,success
1792,748,477,161,135,success
1793,759,480,155,129,success
1794,762,482,155,129,success
1795,764,484,152,127,success
1796,770,486,155,129,success
1797,775,487,152,127,success
1798,784,491,146,122,success
1799,784,492,146,122,success
1800,786,492,146,122,success
1801,795,494,143,120,success
1802,796,495,143,120,success
1803,803,495,143,120,success
1804,806,498,138,115,success
1805,807,497,141,117,success
1806,815,498,138,115,success
1807,815,498,138,115,success
1808,824,499,132,110,success
1809,821,499,135,113,success
1810,826,498,135,113,success
1811,834,498,132,110,success
1812,835,498,132,110,success
1813,842,499,130,108,success
1814,846,499,130,108,success
1815,846,497,132,110,success
1816,853,497,130,108,success
1817,856,499,127,106,success
1818,861,498,127,106,success
1819,862,497,130,108,success
1820,865,498,127,106,success
1821,869,497,127,106,success
1822,868,497,127,106,success
1823,873,496,127,106,success
1824,875,497,122,102,success
1825,876,497,122,102,success
1826,881,497,120,100,success
1827,882,499,115,96,success
1828,880,497,120,100,success
1829,884,498,115,96,success
1830,883,499,115,96,success
1831,883,498,118,98,success
1832,885,500,113,94,success
1833,882,498,118,98,success
1834,884,499,113,94,success
1835,884,500,113,94,success
1836,881,498,118,98,success
1837,884,499,111,92,success
1838,885,501,109,91,success
1839,881,498,115,96,success
1840,882,498,113,94,success
1841,884,499,109,91,success
1842,882,500,109,91,success
1843,881,498,111,92,success
1844,883,499,109,91,success
1845,882,499,109,91,success
1846,882,498,109,91,success
1847,881,498,109,91,success
1848,879,497,111,92,success
1849,880,497,109,91,success
1850,879,498,109,91,success
1851,877,497,111,92,success
1852,878,497,109,91,success
1853,878,498,107,89,success
1854,878,498,107,89,success
1855,877,498,107,89,success
1856,877,498,104,87,success
1857,875,498,107,89,success
1858,875,498,104,87,success
1859,875,499,102,85,success
1860,876,499,100,84,success
1861,876,500,98,82,success
1862,876,500,97,80,success
1863,874,499,98,82,success
1864,876,500,95,79,success
1865,875,500,95,79,success
1866,876,500,93,77,success
1867,874,499,95,79,success
1868,873,498,97,80,success
1869,874,498,97,80,success
1870,873,498,97,80,success
1871,874,498,95,79,success
1872,874,499,93,77,success
1873,874,498,95,79,success
1874,874,498,93,77,success
1875,875,499,91,76,success
1876,874,497,95,79,success
1877,875,497,93,77,success
1878,875,496,93,77,success
1879,875,496,93,77,success
1880,875,496,93,77,success
1881,875,496,93,77,success
1882,876,496,91,76,success
1883,876,495,91,76,success
1884,877,495,89,74,success
1885,878,497,86,71,success
1886,876,496,89,74,success
1887,877,496,87,73,success
1888,877,496,87,73,success
1889,876,496,87,73,success
1890,877,496,86,71,success
1891,876,496,86,71,success
1892,876,496,86,71,success
1893,874,495,89,74,success
1894,876,495,87,73,success
1895,876,496,86,71,success
1896,876,497,86,71,success
1897,877,497,86,71,success
1898,878,499,84,70,success
1899,878,499,84,70,success
1900,878,499,86,71,success
1901,878,499,86,71,success
1902,878,499,86,71,success
1903,879,498,86,71,success
1904,879,497,86,71,success
1905,879,497,86,71,success
1906,880,495,86,71,success
1907,881,495,86,71,success
1908,882,495,86,71,success
1909,880,493,89,74,success
1910,883,494,86,71,success
1911,883,494,87,73,success
1912,885,495,84,70,success
1913,885,495,87,73,success
1914,886,494,86,71,success
1915,888,496,84,70,success
1916,889,496,86,71,success
1917,889,496,86,71,success
1918,890,496,86,71,success
1919,892,496,84,70,success
1920,891,496,86,71,success
1921,893,495,84,70,success
1922,893,494,86,71,success
1923,895,494,84,70,success
1924,896,495,84,70,success
1925,896,494,86,71,success
1926,897,494,86,71,success
1927,898,494,86,71,success
1928,899,493,86,71,success
1929,900,492,86,71,success
1930,900,492,86,71,success
1931,902,492,86,71,success
1932,902,492,86,71,success
1933,903,492,86,71,success
1934,903,493,86,71,success
1935,902,492,86,71,success
1936,903,493,86,71,success
1937,903,493,86,71,success
1938,904,493,86,71,success
1939,905,492,86,71,success
1940,905,492,86,71,success
1941,906,490,86,71,success
1942,907,489,86,71,success
1943,907,488,86,71,success
1944,908,488,86,71,success
1945,908,488,86,71,success
1946,908,488,86,71,success
1947,908,488,86,71,success
1948,908,489,86,71,success
1949,908,488,86,71,success
1950,908,488,86,71,success
1951,908,488,86,71,success
1952,907,488,86,71,success
1953,907,488,86,71,success
1954,907,488,86,71,success
1955,906,488,86,71,success
1956,905,487,87,73,success
1957,906,487,86,71,success
1958,905,487,86,71,success
1959,905,487,86,71,success
1960,905,487,86,71,success
1961,904,487,86,71,success
1962,904,487,86,71,success
1963,902,487,86,71,success
1964,902,487,86,71,success
1965,901,487,86,71,success
1966,900,487,86,71,success
1967,900,487,86,71,success
1968,900,487,86,71,success
1969,899,486,86,71,success
1970,899,487,84,70,success
1971,897,486,86,71,success
1972,895,486,87,73,success
1973,895,486,86,71,success
1974,895,486,86,71,success
1975,895,486,86,71,success
1976,892,486,87,73,success
1977,893,486,86,71,success
1978,891,486,86,71,success
1979,890,486,87,73,success
1980,890,486,86,71,success
1981,890,486,86,71,success
1982,889,486,86,71,success
1983,888,485,86,71,success
1984,888,485,86,71,success
1985,888,486,84,70,success
1986,887,485,86,71,success
1987,886,485,86,71,success
1988,885,485,86,71,success
1989,885,485,86,71,success
1990,886,485,86,71,success
1991,885,483,87,73,success
1992,885,482,87,73,success
